time_precision,inter1,inter2,geo_precision,State_label,Event_label,month,No_of_actors,SourceCount,Source_scale1,Fatality_Label
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,1,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,5,2,36,2,1,1,0
1,5,0,2,3,2,36,1,1,1,0
1,5,0,2,3,2,36,1,1,1,0
1,3,7,2,27,3,36,3,1,1,0
1,3,7,1,8,3,36,3,1,3,0
1,6,0,2,3,2,36,1,1,1,0
1,6,0,1,3,2,36,1,1,1,0
1,5,5,3,3,2,36,3,1,1,0
1,3,7,1,1,3,36,3,1,3,1
1,5,5,1,3,2,36,4,1,1,0
1,6,0,1,3,2,36,2,1,3,0
1,6,0,1,12,2,36,1,1,3,0
1,5,0,1,3,2,36,1,1,1,0
1,5,0,2,3,2,36,1,1,1,0
1,5,5,1,3,2,36,2,1,1,0
1,5,5,2,3,2,36,2,1,1,0
1,3,7,2,3,3,36,3,1,3,0
1,5,5,2,3,2,36,2,1,1,0
1,6,0,1,23,2,36,1,1,3,0
1,5,5,2,22,2,36,4,1,3,0
1,4,7,1,19,3,36,3,1,3,1
1,6,0,1,19,2,36,1,1,3,0
1,6,0,1,2,2,36,1,1,3,0
1,3,7,1,15,3,36,3,1,3,0
1,6,0,1,15,2,36,2,1,3,0
1,3,7,2,27,3,36,3,1,1,0
1,3,7,2,1,3,36,3,1,3,1
1,6,0,1,17,2,36,1,1,1,0
1,5,1,1,7,2,36,2,1,1,0
1,5,1,1,7,2,36,2,1,1,0
1,6,0,1,9,2,36,1,1,1,0
1,6,0,1,11,2,36,2,1,3,0
1,6,0,1,11,2,36,2,1,1,0
2,6,0,1,11,2,36,1,1,3,0
1,6,0,1,7,2,36,2,1,1,0
1,6,0,1,7,2,36,2,1,1,0
1,6,0,1,7,2,36,2,1,1,0
1,6,1,1,0,2,36,3,1,1,0
1,5,5,1,0,2,36,2,1,1,0
1,5,1,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,2,1,1,0,0,36,4,1,1,1
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,4,0
1,6,0,1,0,2,36,2,1,1,0
1,3,7,1,13,3,36,3,1,1,1
1,6,1,1,22,2,36,3,1,3,0
1,6,0,1,5,2,36,2,1,1,0
1,6,0,1,7,2,36,2,1,3,0
1,6,1,1,15,2,36,3,1,3,0
1,6,0,1,12,2,36,2,1,3,0
1,6,0,1,12,2,36,2,1,3,0
1,6,0,1,14,2,36,2,1,3,0
1,2,7,1,17,3,36,3,1,1,1
1,6,0,1,17,2,36,2,1,1,0
1,6,0,2,7,2,36,1,1,3,0
1,6,0,1,23,2,36,1,1,3,0
1,3,1,2,24,0,36,2,2,3,1
1,6,0,1,23,2,36,1,1,3,0
2,6,0,1,15,2,36,2,1,3,0
1,6,0,1,14,2,36,1,1,3,0
1,6,0,1,12,2,36,2,1,1,0
1,6,0,1,7,2,36,2,1,3,0
1,6,0,1,5,2,36,1,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,2,0,2,36,2,1,4,0
1,6,0,2,0,2,36,2,1,1,0
1,6,0,2,0,2,36,2,1,4,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,4,0
1,6,0,1,0,2,36,2,1,4,0
1,6,1,1,0,2,36,2,1,1,0
1,1,8,2,0,0,36,3,1,3,0
1,2,1,1,0,0,36,4,1,1,1
1,4,4,1,30,0,36,2,1,3,1
1,3,1,1,1,0,36,2,2,3,0
1,6,0,1,3,2,36,1,1,3,0
1,3,7,3,3,4,36,3,1,1,0
1,5,7,1,4,2,36,3,1,1,0
1,4,7,1,7,3,36,2,1,1,0
1,3,7,2,7,3,36,3,1,1,1
2,5,1,1,14,2,36,2,1,3,0
1,5,7,1,14,2,36,3,1,3,0
1,6,0,2,7,2,36,2,1,1,0
1,6,0,1,7,2,36,2,1,1,0
1,6,0,2,10,2,36,2,1,3,0
1,6,0,1,7,2,36,2,1,1,0
1,6,0,1,0,2,36,1,1,1,0
1,6,0,1,27,2,36,2,1,1,0
1,5,7,1,8,2,36,4,1,3,0
1,6,0,1,2,2,36,1,1,3,0
1,6,0,1,7,2,36,2,1,3,0
1,5,1,1,5,2,36,3,1,1,0
1,6,0,1,5,2,36,2,1,3,0
1,6,0,1,28,2,36,2,1,3,0
1,6,1,1,15,2,36,3,1,3,0
1,2,1,2,20,0,36,2,1,3,1
1,5,5,1,31,2,36,4,1,3,0
1,6,0,1,6,2,36,2,1,3,0
1,6,0,1,6,2,36,2,1,3,0
1,6,0,1,11,2,36,2,1,3,0
1,6,0,1,15,2,36,2,1,3,0
1,5,5,1,31,2,36,2,1,3,0
1,3,7,1,8,3,36,3,1,3,0
1,6,0,1,8,2,36,1,1,1,0
1,5,5,1,31,2,36,4,1,3,0
1,5,1,1,1,2,36,3,1,3,0
1,3,7,1,8,3,36,3,1,3,0
1,2,1,1,8,4,36,2,1,3,0
1,5,5,1,31,2,36,4,1,3,0
1,5,5,1,30,2,36,3,1,3,0
1,5,5,1,31,2,36,4,1,3,0
1,6,1,1,8,2,36,2,1,1,0
1,5,5,1,31,2,36,4,1,3,0
1,6,0,2,6,2,36,2,1,3,0
2,6,0,1,31,2,36,1,1,3,0
1,6,0,1,7,2,36,2,1,3,0
1,6,0,1,4,2,36,2,1,1,0
1,3,7,1,8,3,36,3,1,3,0
1,6,1,1,15,2,36,3,1,3,0
2,3,7,2,8,3,36,3,1,1,0
1,6,0,1,0,2,36,1,1,1,0
1,6,0,1,0,2,36,2,1,4,0
1,6,0,2,0,2,36,2,1,4,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,2,0,2,36,2,1,4,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,4,0
1,6,0,1,0,2,36,2,1,4,0
1,6,0,1,3,2,36,2,1,1,0
1,6,0,1,3,2,36,2,1,1,0
1,3,7,1,1,3,36,3,2,3,0
1,4,7,1,19,3,36,2,1,3,0
1,6,0,1,2,2,36,1,1,3,0
1,6,0,1,27,2,36,2,1,1,0
1,6,0,1,27,2,36,2,1,1,0
1,5,7,1,1,2,36,4,1,3,0
1,5,5,1,1,2,36,4,1,3,0
1,6,0,2,1,2,36,1,1,3,0
1,4,7,2,27,3,36,2,1,1,0
1,6,0,1,11,2,36,2,2,3,0
1,6,0,1,10,2,36,2,1,3,0
1,6,0,2,14,2,36,2,1,3,0
1,6,0,2,14,2,36,2,1,3,0
1,6,0,1,7,2,36,2,1,3,0
1,6,0,1,7,2,36,2,1,3,0
1,6,0,1,7,2,36,2,1,3,0
2,6,0,1,8,2,36,1,1,1,0
1,6,0,2,5,2,36,2,1,1,0
1,5,0,1,11,2,36,1,1,3,0
1,6,0,2,15,2,36,2,1,3,0
1,6,0,2,15,2,36,2,1,3,0
1,6,0,1,3,2,36,2,1,1,0
1,6,0,1,17,2,36,2,1,1,0
1,6,0,1,13,2,36,2,1,3,0
1,2,7,1,20,3,36,3,1,3,1
1,6,1,1,26,3,36,3,1,1,0
1,6,1,1,12,2,36,3,1,3,0
2,6,0,1,8,2,36,1,1,1,0
1,6,0,2,18,2,36,1,1,3,0
1,6,0,2,15,2,36,2,1,3,0
1,6,0,2,15,2,36,2,1,3,0
1,3,1,2,24,0,36,2,1,1,1
1,6,0,1,15,2,36,2,1,3,0
1,6,0,1,15,2,36,2,1,3,0
1,6,1,1,15,2,36,3,1,3,0
1,5,7,1,14,2,36,2,1,3,0
1,6,0,1,25,2,36,2,1,3,0
1,5,7,1,1,3,36,4,1,3,0
1,6,0,2,15,2,36,2,1,3,0
1,6,0,1,13,2,36,1,1,1,0
1,6,0,1,18,2,36,2,1,3,0
1,6,1,1,15,2,36,3,1,3,0
1,6,0,1,12,2,36,2,1,1,0
1,3,7,2,14,3,36,2,1,3,1
1,6,0,1,23,2,36,2,1,3,0
1,6,0,1,23,2,36,2,1,3,0
1,6,1,1,15,2,36,3,1,3,0
1,6,0,2,15,2,36,2,1,3,0
1,6,0,1,12,2,36,2,1,3,0
1,6,0,1,0,2,36,1,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,1,8,2,0,0,36,3,1,1,1
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,1,1,1,0
1,6,0,1,0,2,36,1,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,1,1,1,0
1,6,1,1,0,2,36,3,1,1,0
1,1,8,2,0,0,36,3,1,1,1
1,6,0,1,0,2,36,2,1,1,0
1,1,7,1,3,3,36,3,1,1,0
1,3,7,1,3,3,36,3,1,1,0
1,6,0,2,3,2,36,1,1,1,0
1,6,0,1,27,2,36,2,1,1,0
1,6,0,1,17,2,36,2,1,1,0
1,6,0,1,17,2,36,1,1,1,0
1,6,0,1,17,2,36,1,1,1,0
1,6,0,1,15,2,36,2,1,3,0
1,1,7,1,30,3,36,3,1,1,0
1,6,0,1,15,2,36,2,1,3,0
1,5,5,1,12,2,36,4,1,3,0
1,6,0,1,3,2,36,1,1,1,0
1,6,0,1,5,2,36,2,1,1,0
1,6,0,1,14,2,36,1,1,3,0
1,6,0,1,7,2,36,1,1,3,0
1,5,5,3,8,2,36,4,1,3,0
1,6,0,1,6,2,36,1,1,3,0
1,6,0,1,11,2,36,2,1,3,0
1,6,0,1,11,2,36,2,1,3,0
1,6,0,2,5,2,36,2,1,1,0
1,6,0,1,10,2,36,2,1,3,0
1,6,0,1,3,2,36,1,1,1,0
1,1,3,1,3,0,36,2,1,1,1
1,5,7,1,8,2,36,3,1,3,0
1,6,0,1,7,2,36,1,1,3,0
1,6,0,1,5,2,36,2,1,3,0
1,6,0,2,3,2,36,1,1,1,0
1,5,5,1,3,2,36,4,1,1,0
1,6,0,1,15,2,36,2,1,3,0
1,6,0,1,26,2,36,2,1,1,0
1,6,0,2,3,2,36,1,1,1,0
1,6,0,1,15,2,36,2,1,3,0
1,6,0,1,15,2,36,2,1,3,0
1,6,0,1,15,2,36,2,1,3,0
1,5,5,1,8,2,36,4,1,3,0
1,6,0,1,7,2,36,2,1,3,0
1,6,0,1,15,2,36,2,1,3,0
1,6,0,1,15,2,36,2,1,3,0
1,6,0,1,15,2,36,2,1,3,0
1,6,0,1,15,2,36,2,1,3,0
1,5,5,2,3,2,36,4,1,1,0
1,6,0,2,15,2,36,2,1,3,0
1,5,5,1,8,2,36,4,1,3,0
1,6,0,2,3,2,36,1,1,1,0
1,6,0,2,3,2,36,1,1,1,0
1,6,0,1,18,2,36,2,1,1,0
1,6,0,2,15,2,36,2,1,3,0
1,6,0,1,2,2,36,1,1,3,0
1,5,5,1,3,2,36,4,1,1,0
1,6,0,1,13,2,36,2,1,3,0
1,6,0,2,3,2,36,1,1,1,0
1,6,0,1,15,2,36,2,1,3,0
1,5,5,1,3,2,36,4,1,1,0
1,5,5,1,3,2,36,4,1,1,0
1,6,0,2,7,2,36,2,1,3,0
1,2,1,1,17,0,36,2,1,1,0
1,5,5,1,8,2,36,4,1,3,0
1,6,0,1,4,2,36,2,1,1,0
1,6,0,1,7,2,36,2,1,3,0
1,6,1,1,3,2,36,2,1,3,0
1,6,0,1,15,2,36,2,1,3,0
1,6,0,1,15,2,36,2,1,3,0
1,5,1,1,19,2,36,2,1,3,0
1,6,0,1,12,2,36,2,1,1,0
1,6,0,1,12,2,36,1,1,1,0
1,6,0,2,0,2,36,1,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,5,1,1,0,2,36,3,2,1,1
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,1,1,1,0
1,1,8,2,0,0,36,2,1,1,0
1,3,1,1,0,0,36,2,1,3,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,3,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,24,2,36,2,1,1,0
1,5,1,1,18,2,36,3,1,1,0
1,6,0,1,17,2,36,1,1,1,0
1,1,7,1,4,3,36,2,1,1,0
1,6,0,1,30,2,36,2,1,3,0
1,6,0,1,7,2,36,2,1,3,0
1,2,7,2,17,3,36,3,1,1,0
1,6,0,1,25,2,36,1,1,3,0
1,6,0,1,12,2,36,2,1,1,0
1,6,1,1,6,2,36,3,1,3,0
1,6,0,1,11,2,36,1,1,3,0
1,6,0,2,15,2,36,2,1,3,0
1,6,0,2,15,2,36,2,1,3,0
1,3,7,1,8,3,36,3,1,1,0
1,6,0,1,8,2,36,2,1,1,0
1,3,7,1,17,3,36,3,1,1,0
1,5,5,1,7,2,36,4,1,3,0
1,6,0,2,15,2,36,2,1,3,0
1,6,0,2,3,2,36,2,1,1,0
2,5,7,1,5,2,36,2,1,1,0
1,5,7,1,27,2,36,4,1,1,0
1,4,7,1,2,3,36,2,1,1,0
1,6,0,2,15,2,36,2,1,3,0
1,6,0,1,9,2,36,2,1,3,0
1,2,7,1,20,3,36,3,1,5,1
1,6,0,1,18,2,36,2,1,1,0
1,6,0,2,7,2,36,2,1,3,0
1,5,1,1,13,2,36,3,1,3,0
1,6,0,2,15,2,36,2,1,3,0
1,6,0,1,15,2,36,2,1,3,0
1,4,7,2,30,3,36,3,1,3,0
1,5,1,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
2,5,7,2,0,2,36,3,1,1,0
1,5,5,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,5,5,2,0,2,36,2,1,1,0
1,5,1,2,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,1,1,1,0
1,5,5,1,18,2,36,4,1,1,0
1,5,7,2,3,2,36,3,1,1,0
1,6,0,1,7,2,36,2,1,3,0
1,6,0,1,14,2,36,2,1,3,0
1,6,0,1,30,2,36,2,1,3,0
1,4,7,1,5,3,36,3,1,1,0
1,6,0,1,5,2,36,2,1,1,0
1,6,0,2,5,2,36,2,1,4,0
1,6,0,1,7,2,36,2,1,3,0
1,6,0,1,19,2,36,1,1,3,0
1,6,0,1,30,2,36,2,1,3,0
1,6,1,1,30,2,36,3,1,3,0
1,5,1,2,10,2,36,2,1,3,1
1,3,7,1,15,3,36,3,1,3,0
1,6,1,1,15,2,36,3,1,3,0
1,5,1,1,10,2,36,2,1,3,1
1,6,0,1,30,2,36,2,1,3,0
1,3,7,2,3,3,36,3,1,3,1
1,6,0,1,12,2,36,2,1,1,0
1,6,0,1,3,2,36,2,1,1,0
1,6,0,1,8,2,36,2,1,3,0
1,6,0,1,17,2,36,1,1,1,0
1,6,0,1,30,2,36,2,1,3,0
1,3,7,2,10,3,36,3,1,3,1
1,6,0,1,7,2,36,1,1,3,0
1,6,0,1,7,2,36,2,1,3,0
1,6,0,1,1,2,36,2,1,3,0
1,6,0,1,22,2,36,1,1,3,0
1,6,0,1,10,2,36,2,1,3,0
1,6,0,1,12,2,36,2,1,3,0
1,5,7,1,18,2,36,4,1,1,0
1,6,0,1,30,2,36,2,1,3,0
1,6,0,2,7,2,36,1,1,3,0
1,6,1,1,30,2,36,3,1,3,0
1,6,0,1,15,2,36,2,1,3,0
1,3,7,1,27,3,36,3,1,1,0
1,2,1,2,29,0,36,3,2,1,1
2,1,7,1,0,3,36,2,1,1,0
1,3,1,1,0,0,36,2,1,1,0
1,3,1,1,0,0,36,4,2,3,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,4,0
1,6,0,1,0,2,36,2,1,4,0
1,5,1,2,0,2,36,3,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,1,1,0,2,36,3,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,1,1,1,0
1,5,7,1,0,2,36,4,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,1,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,3,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,4,0
1,6,0,1,0,2,36,1,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,3,7,2,3,3,36,3,1,1,1
1,5,5,1,5,2,36,2,1,1,0
1,6,0,1,27,2,36,2,1,1,0
1,5,1,1,7,2,36,2,1,3,0
1,1,7,1,7,3,36,3,1,3,1
1,6,0,1,5,2,36,2,1,1,0
1,2,7,1,20,3,36,3,1,3,1
1,3,7,2,27,3,36,3,1,1,0
1,6,1,1,23,2,36,3,1,3,0
1,6,0,1,23,2,36,2,1,3,0
1,3,7,2,27,3,36,3,1,1,0
1,6,1,1,22,2,36,3,1,3,0
1,6,1,1,22,2,36,3,1,3,0
1,6,0,1,25,2,36,1,1,1,0
1,6,0,1,23,2,36,2,1,3,0
1,6,0,1,7,2,36,2,1,3,0
1,4,7,1,11,3,36,2,1,3,0
1,6,0,1,23,2,36,2,1,3,0
1,6,0,1,3,2,36,2,1,1,0
1,6,0,1,8,2,36,2,1,1,0
1,3,7,1,17,3,36,3,1,1,0
1,6,0,1,23,2,36,2,1,3,0
1,4,7,2,18,3,36,2,1,3,1
1,6,0,1,7,2,36,2,1,3,0
1,6,0,1,7,2,36,2,1,3,0
1,6,0,1,23,2,36,2,1,3,0
1,4,7,1,13,3,36,2,1,3,1
1,6,0,1,25,2,36,1,1,3,0
2,6,0,1,2,2,36,1,1,3,0
2,6,0,1,20,2,36,1,1,3,0
1,4,7,1,13,3,36,3,1,3,0
1,6,1,2,22,2,36,3,1,3,0
1,4,7,2,18,3,36,2,1,1,1
1,5,0,1,10,2,36,2,1,3,0
1,3,3,2,17,0,36,2,2,1,1
1,6,0,1,30,2,36,1,1,3,0
1,6,0,1,23,2,36,2,1,3,0
1,6,0,1,23,2,36,2,1,3,0
1,5,0,1,0,2,36,1,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,3,2,36,2,1,1,0
1,3,7,1,3,3,36,3,1,1,0
1,6,0,2,7,2,36,2,1,3,0
1,6,0,1,11,2,36,2,1,3,0
1,6,0,2,7,2,36,2,1,3,0
1,6,0,1,12,2,36,2,1,3,0
1,6,0,1,12,2,36,2,1,3,0
1,3,7,1,3,1,36,2,2,1,0
1,3,7,1,14,3,36,3,1,3,0
1,4,7,2,14,3,36,3,1,3,0
1,5,5,1,22,2,36,3,1,3,1
1,6,0,1,19,2,36,1,1,3,0
1,6,0,1,2,2,36,1,1,3,0
2,6,0,1,2,2,36,2,1,3,0
1,5,7,1,5,2,36,3,1,1,0
1,6,1,1,30,2,36,3,1,3,0
1,6,0,2,7,2,36,2,1,3,0
1,6,0,1,7,2,36,1,1,3,0
1,6,0,1,7,2,36,1,1,3,0
1,6,0,1,15,2,36,1,1,3,0
1,6,0,1,15,2,36,1,1,3,0
1,6,0,2,15,2,36,1,1,3,0
1,6,0,1,15,2,36,1,1,3,0
1,6,0,1,10,2,36,2,1,3,0
1,2,0,1,12,4,36,1,1,3,0
1,1,0,2,0,4,36,1,1,1,1
1,6,0,2,0,2,36,1,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,5,7,2,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,3,1,1,0,0,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,5,0,1,0,2,36,1,1,1,0
1,6,0,1,0,2,36,2,1,1,0
1,3,7,1,27,3,36,3,1,3,0
1,6,0,1,23,2,36,1,1,1,0
1,6,5,1,27,2,36,4,2,1,0
1,2,1,2,20,0,36,2,1,5,1
1,5,7,1,27,2,36,4,1,3,0
1,5,0,1,17,2,36,1,1,1,0
1,3,7,2,27,3,36,3,1,3,0
1,5,0,2,17,2,36,1,1,1,0
1,5,0,1,1,2,36,2,1,3,0
1,5,0,1,17,2,36,1,1,1,0
1,6,0,2,2,2,36,2,1,3,0
1,6,0,2,3,2,36,2,1,1,0
1,5,0,1,27,2,36,2,1,3,0
1,6,0,1,19,2,36,2,1,3,0
1,3,7,1,5,3,36,3,1,1,0
1,5,0,2,17,2,36,1,1,1,0
1,5,7,1,0,2,36,2,1,3,0
1,6,0,1,24,2,35,2,1,1,0
1,4,4,2,18,0,35,2,1,3,1
1,6,0,2,18,2,35,1,1,3,0
1,6,0,2,18,2,35,1,1,3,0
1,6,0,2,18,2,35,1,1,3,0
1,6,0,1,9,2,35,2,1,3,0
1,6,0,1,22,2,35,2,1,3,0
1,6,0,1,19,2,35,2,1,4,0
1,6,0,1,2,2,35,2,1,3,0
1,6,0,1,2,2,35,1,1,3,0
1,6,0,1,2,2,35,2,1,3,0
1,6,0,1,2,2,35,2,1,3,0
1,6,0,1,17,2,35,2,1,1,0
1,6,0,1,17,2,35,2,1,1,0
1,6,0,1,4,2,35,2,2,1,0
1,6,0,1,26,2,35,2,1,1,0
1,6,0,1,29,2,35,2,1,1,0
1,6,0,1,11,2,35,2,1,3,0
1,4,7,1,11,3,35,2,1,3,1
1,5,5,1,11,2,35,3,1,3,0
1,6,0,1,5,2,35,1,1,1,0
1,6,1,2,5,2,35,3,1,1,0
1,6,0,1,5,2,35,2,1,1,0
1,6,0,1,5,2,35,1,1,1,0
1,6,0,1,7,2,35,2,1,3,0
1,6,0,1,7,2,35,2,1,3,0
1,6,0,1,7,2,35,2,1,3,0
1,6,0,1,15,2,35,1,1,3,0
1,6,0,1,15,2,35,1,1,3,0
1,5,7,1,15,2,35,3,1,3,0
1,6,0,1,27,2,35,2,1,1,0
1,5,0,1,1,2,35,2,1,3,0
1,5,1,2,10,2,35,2,1,3,0
1,2,7,1,19,3,35,2,1,3,0
1,6,0,1,0,2,35,2,1,1,0
1,1,0,2,0,4,35,1,1,1,0
1,6,0,1,0,2,35,1,1,1,0
1,6,0,1,0,2,35,2,1,1,0
1,6,0,1,0,2,35,2,1,1,0
1,6,0,1,0,2,35,1,1,1,0
1,6,0,1,0,2,35,2,1,1,0
1,6,0,1,0,2,35,2,1,1,0
1,5,1,1,0,2,35,2,1,1,0
1,6,0,1,0,2,35,2,1,1,0
1,6,0,1,0,2,35,2,1,1,0
1,6,0,1,0,2,35,1,1,1,0
1,6,0,1,27,2,35,2,1,1,0
1,6,0,1,24,2,35,1,1,1,0
1,5,0,1,27,2,35,2,1,3,0
1,2,7,2,2,3,35,3,1,5,0
1,6,0,1,19,2,35,2,1,3,0
1,5,7,2,22,2,35,3,1,3,0
1,2,1,2,13,0,35,3,1,5,0
1,5,1,1,22,2,35,3,1,3,0
1,6,0,1,7,2,35,2,1,3,0
1,6,0,1,11,2,35,2,1,3,0
1,5,0,1,10,2,35,2,1,3,0
1,6,0,1,12,2,35,2,1,3,0
1,6,0,1,12,2,35,2,1,3,0
1,6,0,1,3,2,35,1,1,1,0
1,6,1,1,3,2,35,3,1,3,0
1,6,0,1,18,2,35,2,1,1,0
1,5,0,2,18,2,35,2,1,3,0
1,6,0,1,30,2,35,2,1,3,0
1,6,0,1,23,2,35,2,1,3,0
1,6,0,1,23,2,35,2,1,3,0
1,6,0,1,23,2,35,1,1,3,0
1,5,1,1,22,2,35,3,1,3,0
1,5,5,1,22,2,35,4,1,3,0
1,6,0,1,2,2,35,2,1,3,0
1,6,0,1,2,2,35,2,1,3,0
1,6,0,1,2,2,35,2,1,3,0
1,6,0,1,2,2,35,2,1,3,0
1,6,0,1,2,2,35,2,1,3,0
1,6,0,1,2,2,35,2,1,3,0
1,6,0,2,5,2,35,2,1,3,0
1,6,0,2,5,2,35,2,1,3,0
1,6,0,1,5,2,35,2,1,1,0
1,6,0,2,5,2,35,2,1,3,0
1,6,0,2,5,2,35,2,1,3,0
1,6,0,2,5,2,35,2,1,3,0
1,6,0,1,7,2,35,2,1,3,0
1,6,0,1,7,2,35,2,1,3,0
1,6,0,1,7,2,35,2,1,3,0
1,6,0,1,7,2,35,2,1,3,0
1,6,0,1,7,2,35,2,1,3,0
1,6,0,2,7,2,35,2,1,3,0
1,6,0,1,15,2,35,2,1,3,0
1,6,0,1,8,2,35,1,1,3,0
1,5,6,1,10,2,35,4,1,3,0
1,6,0,1,1,2,35,2,1,3,0
1,5,1,1,11,2,35,2,1,3,1
1,6,1,1,3,2,35,3,1,3,0
1,5,0,2,0,2,35,1,1,1,0
1,5,1,2,0,2,35,2,1,1,0
1,5,1,1,0,2,35,2,1,1,0
1,5,0,2,0,2,35,1,1,1,0
1,6,0,1,0,2,35,2,1,1,0
1,6,0,1,0,2,35,2,1,1,0
1,6,0,1,0,2,35,2,1,1,0
1,5,1,1,0,2,35,2,1,1,0
1,5,7,1,0,3,35,3,1,1,0
1,3,1,1,0,0,35,3,1,1,1
1,5,1,1,0,2,35,2,1,1,0
1,6,1,1,0,2,35,3,1,1,0
1,6,0,1,0,2,35,2,1,1,0
1,5,7,1,0,2,35,2,1,1,0
1,6,0,1,27,2,35,1,1,1,0
1,2,1,2,20,0,35,2,1,5,0
1,4,3,1,13,0,35,2,1,5,1
1,4,7,1,17,3,35,2,1,1,0
1,5,7,1,18,2,35,4,1,3,0
1,4,7,2,17,3,35,3,2,1,0
1,2,1,2,20,0,35,2,1,5,1
1,3,7,2,27,3,35,3,1,1,0
1,6,1,1,3,2,35,3,1,3,0
1,6,1,1,3,2,35,4,1,1,0
1,6,1,1,3,2,35,3,1,1,0
1,6,0,1,18,2,35,2,1,3,0
1,3,7,2,18,3,35,3,1,3,1
1,6,0,1,14,2,35,1,1,3,0
1,6,0,1,14,2,35,1,1,3,0
1,5,7,1,22,2,35,3,1,3,0
1,3,7,1,19,3,35,3,1,3,0
1,6,0,1,19,2,35,2,1,3,0
1,5,5,1,19,2,35,4,1,3,0
1,6,0,1,19,2,35,2,1,3,0
1,5,7,2,19,2,35,3,1,3,0
1,6,0,1,5,2,35,2,1,1,0
